[Header]
Data File Name	C:\GCMSsolution\Data\KOM\Huile essentielle\Essential oill.qgm1.QGD
Output Date	01/07/2008
Output Time	03:14:09

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	300
# of Points	9167
Start Time(min)	3.000
End Time(min)	48.830
Ret.Time	Absolute Intensity	Relative Intensity
40.475	18232	0.57
40.480	14056	0.44
40.485	17916	0.56
40.490	16464	0.52
40.495	16608	0.52
40.500	17486	0.55
40.505	18015	0.57
40.510	16141	0.51
40.515	19508	0.61
40.520	16787	0.53
40.525	15305	0.48
40.530	17295	0.54
40.535	15231	0.48
40.540	15973	0.50
40.545	17516	0.55
40.550	15807	0.50
40.555	19201	0.60
40.560	16592	0.52
40.565	18304	0.58
40.570	16183	0.51
40.575	15640	0.49
40.580	16023	0.50
40.585	16965	0.53
40.590	18186	0.57
40.595	17931	0.56
40.600	18106	0.57
40.605	20260	0.64
40.610	18961	0.60
40.615	19069	0.60
40.620	18740	0.59
40.625	15236	0.48
40.630	17647	0.55
40.635	17140	0.54
40.640	18140	0.57
40.645	18075	0.57
40.650	14208	0.45
40.655	15209	0.48
40.660	17433	0.55
40.665	16947	0.53
40.670	17961	0.56
40.675	16016	0.50
40.680	17403	0.55
40.685	18698	0.59
40.690	16123	0.51
40.695	16704	0.52
40.700	15790	0.50
40.705	18523	0.58
40.710	17529	0.55
40.715	15438	0.49
40.720	16961	0.53
40.725	18681	0.59
40.730	14519	0.46
40.735	17485	0.55
40.740	17261	0.54
40.745	15766	0.50
40.750	15915	0.50
40.755	15367	0.48
40.760	18352	0.58
40.765	16333	0.51
40.770	19065	0.60
40.775	16557	0.52
40.780	19115	0.60
40.785	18584	0.58
40.790	18300	0.58
40.795	18540	0.58
40.800	16130	0.51
40.805	14816	0.47
40.810	19360	0.61
40.815	16396	0.52
40.820	16599	0.52
40.825	19355	0.61
40.830	18172	0.57
40.835	17081	0.54
40.840	17312	0.54
40.845	15917	0.50
40.850	17721	0.56
40.855	16987	0.53
40.860	15528	0.49
40.865	19481	0.61
40.870	16250	0.51
40.875	15049	0.47
40.880	16000	0.50
40.885	15378	0.48
40.890	15573	0.49
40.895	15242	0.48
40.900	18587	0.58
40.905	17306	0.54
40.910	17746	0.56
40.915	18569	0.58
40.920	17351	0.55
40.925	17851	0.56
40.930	18633	0.59
40.935	16873	0.53
40.940	17376	0.55
40.945	15565	0.49
40.950	17989	0.57
40.955	18625	0.59
40.960	16545	0.52
40.965	16696	0.52
40.970	17239	0.54
40.975	17295	0.54
40.980	16746	0.53
40.985	14451	0.45
40.990	18320	0.58
40.995	17737	0.56
41.000	14438	0.45
41.005	18918	0.59
41.010	16939	0.53
41.015	18752	0.59
41.020	19077	0.60
41.025	19027	0.60
41.030	18206	0.57
41.035	13755	0.43
41.040	17644	0.55
41.045	16226	0.51
41.050	16909	0.53
41.055	15439	0.49
41.060	14371	0.45
41.065	15246	0.48
41.070	16210	0.51
41.075	13813	0.43
41.080	14965	0.47
41.085	16895	0.53
41.090	18239	0.57
41.095	19056	0.60
41.100	14768	0.46
41.105	17712	0.56
41.110	14559	0.46
41.115	17405	0.55
41.120	18665	0.59
41.125	14622	0.46
41.130	16082	0.51
41.135	16440	0.52
41.140	17823	0.56
41.145	17510	0.55
41.150	16963	0.53
41.155	16363	0.51
41.160	15144	0.48
41.165	14693	0.46
41.170	17434	0.55
41.175	16381	0.51
41.180	16917	0.53
41.185	17287	0.54
41.190	16919	0.53
41.195	17553	0.55
41.200	17193	0.54
41.205	17208	0.54
41.210	15434	0.49
41.215	17410	0.55
41.220	17123	0.54
41.225	19199	0.60
41.230	17175	0.54
41.235	20384	0.64
41.240	16138	0.51
41.245	15749	0.49
41.250	17598	0.55
41.255	14162	0.45
41.260	16526	0.52
41.265	14715	0.46
41.270	15819	0.50
41.275	17011	0.53
41.280	18273	0.57
41.285	16824	0.53
41.290	16055	0.50
41.295	17349	0.55
41.300	16864	0.53
41.305	15320	0.48
41.310	16422	0.52
41.315	18986	0.60
41.320	16418	0.52
41.325	18471	0.58
41.330	17678	0.56
41.335	18099	0.57
41.340	18980	0.60
41.345	16710	0.53
41.350	18737	0.59
41.355	18420	0.58
41.360	18126	0.57
41.365	16076	0.51
41.370	16615	0.52
41.375	18401	0.58
41.380	15886	0.50
41.385	18908	0.59
41.390	16335	0.51
41.395	15006	0.47
41.400	17420	0.55
41.405	15716	0.49
41.410	19095	0.60
41.415	16564	0.52
41.420	17072	0.54
41.425	16158	0.51
41.430	16450	0.52
41.435	17353	0.55
41.440	16829	0.53
41.445	15400	0.48
41.450	18145	0.57
41.455	18171	0.57
41.460	16518	0.52
41.465	17376	0.55
41.470	14537	0.46
41.475	16726	0.53
41.480	14193	0.45
41.485	18431	0.58
41.490	17060	0.54
41.495	17778	0.56
41.500	14512	0.46
41.505	16273	0.51
41.510	14960	0.47
41.515	15250	0.48
41.520	15199	0.48
41.525	16673	0.52
41.530	17326	0.54
41.535	15418	0.48
41.540	17973	0.56
41.545	15863	0.50
41.550	14811	0.47
41.555	15266	0.48
41.560	14102	0.44
41.565	15663	0.49
41.570	15237	0.48
41.575	16808	0.53
41.580	18008	0.57
41.585	14115	0.44
41.590	16072	0.51
41.595	16413	0.52
41.600	14699	0.46
41.605	16723	0.53
41.610	16105	0.51
41.615	16685	0.52
41.620	18755	0.59
41.625	14923	0.47
41.630	16637	0.52
41.635	15854	0.50
41.640	15834	0.50
41.645	18111	0.57
41.650	19101	0.60
41.655	17216	0.54
41.660	17071	0.54
41.665	11960	0.38
41.670	16382	0.51
41.675	15906	0.50
41.680	18061	0.57
41.685	17236	0.54
41.690	14180	0.45
41.695	16756	0.53
41.700	16100	0.51
41.705	18254	0.57
41.710	17051	0.54
41.715	15337	0.48
41.720	16356	0.51
41.725	17144	0.54
41.730	14620	0.46
41.735	16599	0.52
41.740	16077	0.51
41.745	16920	0.53
41.750	14596	0.46
41.755	14399	0.45
41.760	17318	0.54
41.765	14711	0.46
41.770	16583	0.52
41.775	18287	0.57
41.780	15102	0.47
41.785	14695	0.46
41.790	14925	0.47
41.795	15287	0.48
41.800	15702	0.49
41.805	13487	0.42
41.810	17581	0.55
41.815	16570	0.52
41.820	16712	0.53
41.825	15400	0.48
41.830	15322	0.48
41.835	15687	0.49
41.840	15878	0.50
41.845	14309	0.45
41.850	16641	0.52
41.855	15577	0.49
41.860	14908	0.47
41.865	16309	0.51
41.870	14460	0.45
41.875	16236	0.51
41.880	17966	0.56
41.885	16378	0.51
41.890	18073	0.57
41.895	16057	0.50
41.900	15908	0.50
41.905	17226	0.54
41.910	15559	0.49
41.915	18216	0.57
41.920	17677	0.56
41.925	14971	0.47
41.930	15328	0.48
41.935	13673	0.43
41.940	15760	0.50
41.945	15754	0.50
41.950	17596	0.55
41.955	17306	0.54
41.960	16293	0.51
41.965	16776	0.53
41.970	14763	0.46
41.975	17649	0.55
41.980	15878	0.50
41.985	16416	0.52
41.990	14789	0.46
41.995	19203	0.60
42.000	14102	0.44
42.005	17062	0.54
42.010	13889	0.44
42.015	15082	0.47
42.020	16857	0.53
42.025	15228	0.48
42.030	15960	0.50
42.035	15657	0.49
42.040	16773	0.53
42.045	15957	0.50
42.050	12862	0.40
42.055	18888	0.59
42.060	16907	0.53
42.065	16459	0.52
42.070	15297	0.48
42.075	14874	0.47
42.080	16484	0.52
42.085	17236	0.54
42.090	15660	0.49
42.095	16117	0.51
42.100	15278	0.48
42.105	16832	0.53
42.110	16397	0.52
42.115	13665	0.43
42.120	14108	0.44
42.125	15790	0.50
42.130	16471	0.52
42.135	15330	0.48
42.140	14470	0.45
42.145	12247	0.38
42.150	16009	0.50
42.155	14595	0.46
42.160	16265	0.51
42.165	13319	0.42
42.170	15550	0.49
42.175	16421	0.52
42.180	14032	0.44
42.185	16764	0.53
42.190	14289	0.45
42.195	14895	0.47
42.200	15537	0.49
42.205	13908	0.44
42.210	16795	0.53
42.215	13817	0.43
42.220	15321	0.48
42.225	17272	0.54
42.230	12901	0.41
42.235	15402	0.48
42.240	17048	0.54
42.245	14071	0.44
42.250	17175	0.54
42.255	15464	0.49
42.260	17244	0.54
42.265	18940	0.60
42.270	16334	0.51
42.275	15336	0.48
42.280	13485	0.42
42.285	15164	0.48
42.290	17309	0.54
42.295	14396	0.45
42.300	16235	0.51
42.305	16402	0.52
42.310	19123	0.60
42.315	17657	0.55
42.320	10721	0.34
42.325	14458	0.45
42.330	13659	0.43
42.335	15826	0.50
42.340	16613	0.52
42.345	14962	0.47
42.350	15309	0.48
42.355	16746	0.53
42.360	16322	0.51
42.365	15107	0.47
42.370	13452	0.42
42.375	17131	0.54
42.380	17853	0.56
42.385	15980	0.50
42.390	16458	0.52
42.395	15886	0.50
42.400	14382	0.45
42.405	15693	0.49
42.410	14668	0.46
42.415	16226	0.51
42.420	14627	0.46
42.425	15569	0.49
42.430	15901	0.50
42.435	14797	0.47
42.440	15127	0.48
42.445	14826	0.47
42.450	15153	0.48
42.455	15086	0.47
42.460	17299	0.54
42.465	15083	0.47
42.470	17399	0.55
42.475	14721	0.46
42.480	14395	0.45
42.485	15988	0.50
42.490	17939	0.56
42.495	15931	0.50
42.500	16456	0.52
42.505	14635	0.46
42.510	16313	0.51
42.515	15902	0.50
42.520	15951	0.50
42.525	18546	0.58
42.530	15526	0.49
42.535	16588	0.52
42.540	13675	0.43
42.545	14966	0.47
42.550	14201	0.45
42.555	15662	0.49
42.560	15446	0.49
42.565	14663	0.46
42.570	15719	0.49
42.575	15861	0.50
42.580	15802	0.50
42.585	14720	0.46
42.590	14370	0.45
42.595	15332	0.48
42.600	15480	0.49
42.605	13332	0.42
42.610	16655	0.52
42.615	14777	0.46
42.620	14922	0.47
42.625	14133	0.44
42.630	13600	0.43
42.635	18351	0.58
42.640	16190	0.51
42.645	13124	0.41
42.650	15601	0.49
42.655	17333	0.54
42.660	14590	0.46
42.665	17869	0.56
42.670	15410	0.48
42.675	18395	0.58
42.680	13690	0.43
42.685	16651	0.52
42.690	16781	0.53
42.695	14607	0.46
42.700	15835	0.50
42.705	15682	0.49
42.710	15816	0.50
42.715	17016	0.53
42.720	14750	0.46
42.725	17222	0.54
42.730	17269	0.54
42.735	15917	0.50
42.740	14492	0.46
42.745	14094	0.44
42.750	15115	0.48
42.755	15731	0.49
42.760	15695	0.49
42.765	14868	0.47
42.770	16771	0.53
42.775	15207	0.48
42.780	16047	0.50
42.785	15325	0.48
42.790	16133	0.51
42.795	13279	0.42
42.800	14034	0.44
42.805	14724	0.46
42.810	12364	0.39
42.815	12917	0.41
42.820	15606	0.49
42.825	13674	0.43
42.830	15614	0.49
42.835	13544	0.43
42.840	12567	0.39
42.845	16175	0.51
42.850	12927	0.41
42.855	17365	0.55
42.860	14496	0.46
42.865	15549	0.49
42.870	16232	0.51
42.875	15575	0.49
42.880	16167	0.51
42.885	16318	0.51
42.890	14903	0.47
42.895	18200	0.57
42.900	14997	0.47
42.905	14090	0.44
42.910	15484	0.49
42.915	15068	0.47
42.920	15466	0.49
42.925	14777	0.46
42.930	16275	0.51
42.935	16044	0.50
42.940	13667	0.43
42.945	15065	0.47
42.950	15317	0.48
42.955	13045	0.41
42.960	14769	0.46
42.965	13540	0.43
42.970	18209	0.57
42.975	16929	0.53
42.980	15676	0.49
42.985	16838	0.53
42.990	15306	0.48
42.995	17249	0.54
43.000	15465	0.49
43.005	15980	0.50
43.010	15625	0.49
43.015	16814	0.53
43.020	11257	0.35
43.025	15108	0.47
43.030	15518	0.49
43.035	14748	0.46
43.040	16887	0.53
43.045	15312	0.48
43.050	15646	0.49
43.055	15719	0.49
43.060	15913	0.50
43.065	16643	0.52
43.070	14056	0.44
43.075	15967	0.50
43.080	15939	0.50
43.085	15839	0.50
43.090	16560	0.52
43.095	14441	0.45
43.100	17769	0.56
43.105	16051	0.50
43.110	15066	0.47
43.115	15671	0.49
43.120	15387	0.48
43.125	16430	0.52
43.130	14450	0.45
43.135	11819	0.37
43.140	17078	0.54
43.145	15329	0.48
43.150	14945	0.47
43.155	17639	0.55
43.160	16601	0.52
43.165	15955	0.50
43.170	16229	0.51
43.175	13501	0.42
43.180	15532	0.49
43.185	15473	0.49
43.190	14695	0.46
43.195	15405	0.48
43.200	14429	0.45
43.205	14743	0.46
43.210	13432	0.42
43.215	13023	0.41
43.220	14862	0.47
43.225	15506	0.49
43.230	14545	0.46
43.235	14562	0.46
43.240	13976	0.44
43.245	14615	0.46
43.250	12966	0.41
43.255	14524	0.46
43.260	15194	0.48
43.265	15198	0.48
43.270	15804	0.50
43.275	12284	0.39
43.280	16547	0.52
43.285	14788	0.46
43.290	13155	0.41
43.295	15512	0.49
43.300	14998	0.47
43.305	15525	0.49
43.310	13430	0.42
43.315	14936	0.47
43.320	14483	0.46
43.325	15617	0.49
43.330	18486	0.58
43.335	18178	0.57
43.340	15465	0.49
43.345	15478	0.49
43.350	13955	0.44
43.355	14291	0.45
43.360	15988	0.50
43.365	14522	0.46
43.370	15171	0.48
43.375	16609	0.52
43.380	14657	0.46
43.385	15565	0.49
43.390	15649	0.49
43.395	14750	0.46
43.400	16423	0.52
43.405	15988	0.50
43.410	14916	0.47
43.415	14896	0.47
43.420	16384	0.51
43.425	14064	0.44
43.430	14372	0.45
43.435	15885	0.50
43.440	15098	0.47
43.445	14318	0.45
43.450	15392	0.48
43.455	14484	0.46
43.460	14066	0.44
43.465	16022	0.50
43.470	14207	0.45
43.475	14934	0.47
43.480	15198	0.48
43.485	15390	0.48
43.490	16850	0.53
43.495	13749	0.43
43.500	13756	0.43
43.505	17955	0.56
43.510	15481	0.49
43.515	17138	0.54
43.520	17185	0.54
43.525	14769	0.46
43.530	15328	0.48
43.535	15801	0.50
43.540	13549	0.43
43.545	13260	0.42
43.550	15857	0.50
43.555	14843	0.47
43.560	12049	0.38
43.565	14393	0.45
43.570	13269	0.42
43.575	12526	0.39
43.580	13227	0.42
43.585	13768	0.43
43.590	12269	0.39
43.595	13926	0.44
43.600	15983	0.50
43.605	18258	0.57
43.610	15838	0.50
43.615	17443	0.55
43.620	17326	0.54
43.625	14126	0.44
43.630	15535	0.49
43.635	15053	0.47
43.640	14540	0.46
43.645	16931	0.53
43.650	14520	0.46
43.655	14189	0.45
43.660	15948	0.50
43.665	15181	0.48
43.670	17019	0.53
43.675	15331	0.48
43.680	14314	0.45
43.685	17654	0.55
43.690	15126	0.48
43.695	16442	0.52
43.700	13963	0.44
43.705	14968	0.47
43.710	15089	0.47
43.715	15674	0.49
43.720	17010	0.53
43.725	15442	0.49
43.730	13686	0.43
43.735	15188	0.48
43.740	15772	0.50
43.745	15142	0.48
43.750	14076	0.44
43.755	14740	0.46
43.760	15121	0.48
43.765	13744	0.43
43.770	16102	0.51
43.775	17786	0.56
43.780	13321	0.42
43.785	15065	0.47
43.790	14748	0.46
43.795	13638	0.43
43.800	17412	0.55
43.805	13509	0.42
43.810	14505	0.46
43.815	17562	0.55
43.820	14821	0.47
43.825	16863	0.53
43.830	16088	0.51
43.835	16543	0.52
43.840	15289	0.48
43.845	16122	0.51
43.850	16786	0.53
43.855	15010	0.47
43.860	13538	0.43
43.865	15986	0.50
43.870	12988	0.41
43.875	16457	0.52
43.880	14648	0.46
43.885	16162	0.51
43.890	14462	0.45
43.895	11895	0.37
43.900	14084	0.44
43.905	17223	0.54
43.910	15623	0.49
43.915	16227	0.51
43.920	14371	0.45
43.925	14847	0.47
43.930	15009	0.47
43.935	15688	0.49
43.940	16474	0.52
43.945	14183	0.45
43.950	17103	0.54
43.955	14859	0.47
43.960	14635	0.46
43.965	16619	0.52
43.970	14864	0.47
43.975	14017	0.44
43.980	16343	0.51
43.985	14920	0.47
43.990	17277	0.54
43.995	15885	0.50
44.000	14778	0.46
44.005	16099	0.51
44.010	15035	0.47
44.015	14932	0.47
44.020	12822	0.40
44.025	13335	0.42
44.030	16122	0.51
44.035	13737	0.43
44.040	15014	0.47
44.045	17477	0.55
44.050	14153	0.44
44.055	18840	0.59
44.060	16234	0.51
44.065	16821	0.53
44.070	16543	0.52
44.075	16461	0.52
44.080	14604	0.46
44.085	17428	0.55
44.090	15369	0.48
44.095	17113	0.54
44.100	16023	0.50
44.105	14260	0.45
44.110	16899	0.53
44.115	14242	0.45
44.120	15335	0.48
44.125	16828	0.53
44.130	14759	0.46
44.135	16548	0.52
44.140	13960	0.44
44.145	14246	0.45
44.150	15979	0.50
44.155	15244	0.48
44.160	17461	0.55
44.165	15529	0.49
44.170	16688	0.52
44.175	16333	0.51
44.180	14793	0.46
44.185	16805	0.53
44.190	13401	0.42
44.195	14191	0.45
44.200	16349	0.51
44.205	13379	0.42
44.210	15608	0.49
44.215	16256	0.51
44.220	16240	0.51
44.225	14869	0.47
44.230	12643	0.40
44.235	16119	0.51
44.240	17024	0.53
44.245	16674	0.52
44.250	14517	0.46
44.255	12169	0.38
44.260	18643	0.59
44.265	15783	0.50
44.270	15755	0.50
44.275	13646	0.43
44.280	15426	0.48
44.285	13809	0.43
44.290	16383	0.51
44.295	15490	0.49
44.300	15167	0.48
44.305	16793	0.53
44.310	13206	0.42
44.315	16163	0.51
44.320	15382	0.48
44.325	14844	0.47
44.330	17736	0.56
44.335	15702	0.49
44.340	16809	0.53
44.345	15193	0.48
44.350	14452	0.45
44.355	15235	0.48
44.360	13478	0.42
44.365	14070	0.44
44.370	15182	0.48
44.375	13420	0.42
44.380	16490	0.52
44.385	18128	0.57
44.390	15659	0.49
44.395	14902	0.47
44.400	14570	0.46
44.405	16717	0.53
44.410	12531	0.39
44.415	15644	0.49
44.420	16629	0.52
44.425	12562	0.39
44.430	15475	0.49
44.435	14474	0.45
44.440	13706	0.43
44.445	13114	0.41
44.450	16327	0.51
44.455	16887	0.53
44.460	16684	0.52
44.465	13874	0.44
44.470	13619	0.43
44.475	15620	0.49
44.480	14118	0.44
44.485	13394	0.42
44.490	15362	0.48
44.495	15177	0.48
44.500	16393	0.52
44.505	14264	0.45
44.510	15775	0.50
44.515	16803	0.53
44.520	15383	0.48
44.525	14514	0.46
44.530	13026	0.41
44.535	16090	0.51
44.540	15496	0.49
44.545	12367	0.39
44.550	14962	0.47
44.555	14545	0.46
44.560	16015	0.50
44.565	13110	0.41
44.570	14570	0.46
44.575	15411	0.48
44.580	14750	0.46
44.585	12516	0.39
44.590	16861	0.53
44.595	13021	0.41
44.600	13810	0.43
44.605	15483	0.49
44.610	14696	0.46
44.615	16356	0.51
44.620	14010	0.44
44.625	15293	0.48
44.630	15376	0.48
44.635	16191	0.51
44.640	17786	0.56
44.645	14925	0.47
44.650	16950	0.53
44.655	15905	0.50
44.660	13633	0.43
44.665	15715	0.49
44.670	13137	0.41
44.675	13611	0.43
44.680	16392	0.52
44.685	14266	0.45
44.690	15068	0.47
44.695	16105	0.51
44.700	14962	0.47
44.705	14642	0.46
44.710	15370	0.48
44.715	15146	0.48
44.720	13436	0.42
44.725	14824	0.47
44.730	14803	0.47
44.735	16288	0.51
44.740	15634	0.49
44.745	17824	0.56
44.750	16254	0.51
44.755	14105	0.44
44.760	15721	0.49
44.765	13483	0.42
44.770	15365	0.48
44.775	14398	0.45
44.780	15217	0.48
44.785	14851	0.47
44.790	15030	0.47
44.795	14432	0.45
44.800	15374	0.48
44.805	14594	0.46
44.810	15265	0.48
44.815	13109	0.41
44.820	15815	0.50
44.825	17612	0.55
44.830	16052	0.50
44.835	18286	0.57
44.840	14277	0.45
44.845	16278	0.51
44.850	14100	0.44
44.855	15604	0.49
44.860	17345	0.55
44.865	15517	0.49
44.870	14653	0.46
44.875	12231	0.38
44.880	14254	0.45
44.885	15474	0.49
44.890	16160	0.51
44.895	12717	0.40
44.900	14317	0.45
44.905	15469	0.49
44.910	14616	0.46
44.915	16397	0.52
44.920	13514	0.42
44.925	16125	0.51
44.930	13753	0.43
44.935	16403	0.52
44.940	15974	0.50
44.945	14902	0.47
44.950	17571	0.55
44.955	16066	0.50
44.960	14251	0.45
44.965	16624	0.52
44.970	13868	0.44
44.975	14493	0.46
44.980	14057	0.44
44.985	14047	0.44
44.990	15277	0.48
44.995	14612	0.46
45.000	11900	0.37
45.005	15393	0.48
45.010	13638	0.43
45.015	14275	0.45
45.020	15162	0.48
45.025	13712	0.43
45.030	14456	0.45
45.035	14543	0.46
45.040	17688	0.56
45.045	16046	0.50
45.050	15818	0.50
45.055	14305	0.45
45.060	13416	0.42
45.065	13815	0.43
45.070	17078	0.54
45.075	13788	0.43
45.080	13663	0.43
45.085	15153	0.48
45.090	14088	0.44
45.095	12632	0.40
45.100	12390	0.39
45.105	15949	0.50
45.110	18959	0.60
45.115	14947	0.47
45.120	16115	0.51
45.125	12237	0.38
45.130	14789	0.46
45.135	14710	0.46
45.140	12908	0.41
45.145	12927	0.41
45.150	14956	0.47
45.155	12467	0.39
45.160	16175	0.51
45.165	14933	0.47
45.170	16926	0.53
45.175	15362	0.48
45.180	12068	0.38
45.185	15756	0.50
45.190	12854	0.40
45.195	13636	0.43
45.200	15617	0.49
45.205	14671	0.46
45.210	17674	0.56
45.215	18034	0.57
45.220	15100	0.47
45.225	14718	0.46
45.230	13240	0.42
45.235	15638	0.49
45.240	15520	0.49
45.245	14037	0.44
45.250	15517	0.49
45.255	16950	0.53
45.260	14872	0.47
45.265	17624	0.55
45.270	16224	0.51
45.275	15336	0.48
45.280	16331	0.51
45.285	13549	0.43
45.290	14997	0.47
45.295	16891	0.53
45.300	12250	0.38
45.305	14653	0.46
45.310	14357	0.45
45.315	14118	0.44
45.320	14020	0.44
45.325	13604	0.43
45.330	14411	0.45
45.335	15245	0.48
45.340	16360	0.51
45.345	13967	0.44
45.350	12789	0.40
45.355	15779	0.50
45.360	12767	0.40
45.365	12151	0.38
45.370	14028	0.44
45.375	14069	0.44
45.380	13624	0.43
45.385	16003	0.50
45.390	14562	0.46
45.395	17265	0.54
45.400	12916	0.41
45.405	15621	0.49
45.410	14268	0.45
45.415	16098	0.51
45.420	16022	0.50
45.425	13196	0.41
45.430	15648	0.49
45.435	15674	0.49
45.440	12631	0.40
45.445	14385	0.45
45.450	14513	0.46
45.455	13788	0.43
45.460	16702	0.52
45.465	16335	0.51
45.470	17569	0.55
45.475	14163	0.45
45.480	17050	0.54
45.485	14757	0.46
45.490	16505	0.52
45.495	16698	0.52
45.500	16969	0.53
45.505	13046	0.41
45.510	15027	0.47
45.515	14661	0.46
45.520	13506	0.42
45.525	16409	0.52
45.530	12479	0.39
45.535	15316	0.48
45.540	16052	0.50
45.545	15598	0.49
45.550	13454	0.42
45.555	12763	0.40
45.560	14953	0.47
45.565	14460	0.45
45.570	13394	0.42
45.575	16391	0.52
45.580	13415	0.42
45.585	16975	0.53
45.590	13332	0.42
45.595	12731	0.40
45.600	17781	0.56
45.605	11553	0.36
45.610	15632	0.49
45.615	13181	0.41
45.620	14794	0.46
45.625	14993	0.47
45.630	15212	0.48
45.635	14909	0.47
45.640	14275	0.45
45.645	15018	0.47
45.650	14888	0.47
45.655	13290	0.42
45.660	15079	0.47
45.665	12962	0.41
45.670	11669	0.37
45.675	15197	0.48
45.680	13635	0.43
45.685	15389	0.48
45.690	15168	0.48
45.695	14781	0.46
45.700	17386	0.55
45.705	13893	0.44
45.710	15332	0.48
45.715	12857	0.40
45.720	13238	0.42
45.725	15234	0.48
45.730	13599	0.43
45.735	15506	0.49
45.740	14973	0.47
45.745	12066	0.38
45.750	17585	0.55
45.755	16113	0.51
45.760	14121	0.44
45.765	13541	0.43
45.770	14165	0.45
45.775	16645	0.52
45.780	14879	0.47
45.785	15278	0.48
45.790	12884	0.40
45.795	12751	0.40
45.800	12895	0.41
45.805	13713	0.43
45.810	12648	0.40
45.815	13811	0.43
45.820	14242	0.45
45.825	15126	0.48
45.830	16078	0.51
45.835	12120	0.38
45.840	15474	0.49
45.845	13682	0.43
45.850	16760	0.53
45.855	14646	0.46
45.860	14626	0.46
45.865	13914	0.44
45.870	16565	0.52
45.875	13146	0.41
45.880	15990	0.50
45.885	13885	0.44
45.890	13378	0.42
45.895	16573	0.52
45.900	13434	0.42
45.905	15148	0.48
45.910	15923	0.50
45.915	14366	0.45
45.920	15558	0.49
45.925	12488	0.39
45.930	13851	0.44
45.935	13553	0.43
45.940	12907	0.41
45.945	15430	0.48
45.950	11764	0.37
45.955	14342	0.45
45.960	15005	0.47
45.965	15495	0.49
45.970	16718	0.53
45.975	15581	0.49
45.980	14345	0.45
45.985	14891	0.47
45.990	13484	0.42
45.995	16436	0.52
46.000	15943	0.50
46.005	13078	0.41
46.010	16613	0.52
46.015	13083	0.41
46.020	16493	0.52
46.025	16677	0.52
46.030	14630	0.46
46.035	16158	0.51
46.040	15345	0.48
46.045	12438	0.39
46.050	15628	0.49
46.055	14055	0.44
46.060	15596	0.49
46.065	15228	0.48
46.070	14278	0.45
46.075	13689	0.43
46.080	15393	0.48
46.085	15297	0.48
46.090	13258	0.42
46.095	16581	0.52
46.100	15696	0.49
46.105	13206	0.42
46.110	14674	0.46
46.115	14990	0.47
46.120	13535	0.43
46.125	15267	0.48
46.130	13325	0.42
46.135	13604	0.43
46.140	15799	0.50
46.145	15521	0.49
46.150	16077	0.51
46.155	15959	0.50
46.160	14592	0.46
46.165	16412	0.52
46.170	16949	0.53
46.175	13142	0.41
46.180	15129	0.48
46.185	14263	0.45
46.190	15906	0.50
46.195	16659	0.52
46.200	13736	0.43
46.205	15374	0.48
46.210	14830	0.47
46.215	13078	0.41
46.220	17099	0.54
46.225	12847	0.40
46.230	15672	0.49
46.235	16418	0.52
46.240	16938	0.53
46.245	13645	0.43
46.250	15223	0.48
46.255	15336	0.48
46.260	14894	0.47
46.265	13735	0.43
46.270	17255	0.54
46.275	13678	0.43
46.280	14802	0.47
46.285	13007	0.41
46.290	12902	0.41
46.295	16600	0.52
46.300	16535	0.52
46.305	13205	0.41
46.310	14234	0.45
46.315	13853	0.44
46.320	14966	0.47
46.325	15785	0.50
46.330	13733	0.43
46.335	16877	0.53
46.340	14913	0.47
46.345	14436	0.45
46.350	17537	0.55
46.355	13753	0.43
46.360	17406	0.55
46.365	13416	0.42
46.370	15511	0.49
46.375	15087	0.47
46.380	13631	0.43
46.385	13877	0.44
46.390	15775	0.50
46.395	13730	0.43
46.400	14687	0.46
46.405	12830	0.40
46.410	15248	0.48
46.415	13650	0.43
46.420	11352	0.36
46.425	17340	0.54
46.430	14493	0.46
46.435	14148	0.44
46.440	17456	0.55
46.445	14293	0.45
46.450	13673	0.43
46.455	13767	0.43
46.460	14515	0.46
46.465	16984	0.53
46.470	15091	0.47
46.475	15448	0.49
46.480	16921	0.53
46.485	15654	0.49
46.490	17360	0.55
46.495	15523	0.49
46.500	12944	0.41
46.505	17832	0.56
46.510	14378	0.45
46.515	15767	0.50
46.520	16678	0.52
46.525	11641	0.37
46.530	16649	0.52
46.535	14200	0.45
46.540	12779	0.40
46.545	15220	0.48
46.550	12407	0.39
46.555	15431	0.48
46.560	14322	0.45
46.565	13026	0.41
46.570	15154	0.48
46.575	14119	0.44
46.580	15904	0.50
46.585	15074	0.47
46.590	15259	0.48
46.595	15504	0.49
46.600	13927	0.44
46.605	12337	0.39
46.610	14073	0.44
46.615	15679	0.49
46.620	14910	0.47
46.625	15470	0.49
46.630	13847	0.44
46.635	14949	0.47
46.640	15602	0.49
46.645	16440	0.52
46.650	13666	0.43
46.655	11920	0.37
46.660	15298	0.48
46.665	13720	0.43
46.670	13528	0.43
46.675	14157	0.44
46.680	15410	0.48
46.685	16057	0.50
46.690	15657	0.49
46.695	14553	0.46
46.700	15684	0.49
46.705	10901	0.34
46.710	15438	0.49
46.715	14456	0.45
46.720	14015	0.44
46.725	15728	0.49
46.730	12347	0.39
46.735	15099	0.47
46.740	13888	0.44
46.745	12632	0.40
46.750	14895	0.47
46.755	14748	0.46
